#MJD EW EW_ERROR
59577.0 -7.399595302325604 3.156335207530819
59602.0 -7.154182741845012 3.4606603939022356
59620.0 -7.684467738953808 3.1349903361665725
59637.0 -7.746674045666239 0.7568995128397126
