#MJD EW EW_ERROR
59577.0 -7.597294707819185 3.1186458183292647
59602.0 -7.332221091753561 3.429275403888273
59620.0 -7.745788752029672 3.0981648278730463
59637.0 -7.82544520874894 0.73703858961437
